title,author,average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,year
War and Remembrance (The Henry Family  #2),Herman Wouk,4.41,9780316954990,eng,1042.0,29555,680,Back Bay Books,2002
The Black Sheep,Honoré de Balzac,3.99,9780140442373,eng,339.0,1483,68,Penguin Classics,1976
The Wapshot Chronicle,John Cheever,3.76,9780060528874,eng,352.0,6152,257,Harper Perennial Modern Classics,2003
Landscape Within: Insights and Inspirations for Photographers,David   Ward,4.36,9781902538341,eng,128.0,22,3,Aurum Press,2004
An Introduction to Old Norse,E.V. Gordon,4.1,9780198111849,eng,412.0,104,7,Oxford University Press,1981
Starting Over (Sweet Valley High  #33),Francine Pascal,3.35,9780553274912,eng,153.0,3,0,Bantam Books,1986
Elven Star (The Death Gate Cycle  #2),Margaret Weis,3.99,9780553290981,eng,367.0,15512,219,Spectra Books,1991
Atlas Shrugged,Ayn Rand,3.69,9780394415765,en-US,1168.0,86,12,Random House,1957
Jonny Reb & Billy Yank,Alexander Hunter,4.11,9781568520803,eng,635.0,14,2,Not Avail,1998
The Social Contract and The First and Second Discourses,Jean-Jacques Rousseau,3.83,9780300091410,eng,328.0,63,2,Yale University Press,2002
The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,9780399154096,eng,352.0,64473,7744,G.P. Putnam's Sons,2007
La Milla Verde,Stephen King,4.44,9780743233606,spa,448.0,9,1,Fireside Books,2002
Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,4.02,9780143038191,eng,672.0,6509,209,Penguin Books,2006
El reino del dragón de oro,Isabel Allende,3.84,9780060591717,spa,432.0,1189,51,HarperCollins Espanol,2004
Words of Silk,Erin St. Claire,3.56,9780446614160,eng,224.0,2677,136,Grand Central Publishing,2005
Where the Red Fern Grows with Connections,Wilson Rawls,4.37,9780030547744,eng,288.0,121,5,Holt McDougal,1998
The Fall of the Kings (Riverside  #3),Ellen Kushner,3.65,9780553585940,eng,510.0,1869,128,Bantam,2003
The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,4.42,9780385313483,eng,992.0,9659,467,Delta,1984
Love and Saint Augustine,Hannah Arendt,3.91,9780226025971,eng,254.0,95,10,University of Chicago Press,1998
Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips,3.57,9781571458681,eng,240.0,7,1,Portable Press,2002
Journey to Ixtlan,Carlos Castañeda,4.12,9780671732462,eng,272.0,8541,257,Washington Square Press,1991
Mark Twain's Adventures of Huckleberry Finn,Mark Twain,3.82,9780764587276,eng,264.0,12,0,Hungry Minds,2001
The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.4,9780151015313,en-US,229.0,778,122,Houghton Mifflin Harcourt,2007
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,4.21,9780226307848,eng,228.0,3334,46,University of Chicago Press,1969
The Lady Chosen (Bastion Club  #1),Stephanie Laurens,3.97,9780060002060,eng,464.0,5686,193,Avon,2003
The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,4.07,9780375422737,eng,213.0,20290,974,Pantheon Books,2007
The Cambridge Companion to Jane Austen,Edward Copeland,4.09,9780521498678,en-US,251.0,320,21,Cambridge University Press,1997
Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,9780393325171,en-US,459.0,541,95,W. W. Norton  Company,2003
The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,9781844164035,eng,768.0,1691,67,Games Workshop,2008
The Moonspinners,Mary  Stewart,4.03,9780060502959,eng,400.0,6019,397,HarperTorch,2003
Into the Woods (De Beers  #4),V.C. Andrews,3.87,9780743428590,eng,464.0,2395,34,Pocket Books,2003
Aphrodite's Flame (Superhero Central #4),Julie Kenner,3.67,9780505525758,eng,338.0,385,16,Love Spell,2004
Hairstyles of the Damned,Joe Meno,3.72,9781888451702,eng,270.0,5298,468,Akashic Books,2004
The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,9780890093894,eng,902.0,1432,45,Castle Books,2009
Antes que anochezca,Reinaldo Arenas,4.17,9788483105023,spa,343.0,427,35,TusQuets,2008
When the Wind Blows (When the Wind Blows  #1),James Patterson,3.93,9780446676434,eng,416.0,42701,1337,Grand Central Publishing,2000
Bloody River Blues (John Pellam  #2),William Jefferies,3.49,9780671047504,eng,368.0,1003,46,Pocket Books,2000
Strong Motion,Jonathan Franzen,3.52,9781841157498,eng,528.0,3996,278,Fourth Estate (GB),2007
Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,9780439785969,eng,652.0,2095690,27591,Scholastic Inc.,2006
The Lost Road and Other Writings (The History of Middle-earth  #5),J.R.R. Tolkien,3.97,9780261102255,eng,455.0,97,10,HarperCollins,2002
The Life and Times of Scrooge McDuck,Don Rosa,4.67,9780911903966,eng,266.0,2467,149,Gemstone Publishing,2005
The Iliad (SparkNotes Literature Guides),SparkNotes,3.65,9781586633714,eng,88.0,23,3,SparkNotes,2002
The Queen's Necklace,Teresa Edgerton,3.61,9780380789115,eng,592.0,99,14,Harper Voyager,2001
Ten Plays,Euripides,4.17,9780553213638,en-US,432.0,1464,21,Bantam Classics,1990
Rover rettet Weihnachten.,Roddy Doyle,4.12,9783570127216,ger,160.0,1,0,Omnibus Hc Bei Bertelsmann,2002
Lost,Gregory Maguire,2.82,9780060988647,eng,340.0,13152,904,William Morrow Paperbacks,2002
Picture Perfect,Jodi Picoult,3.54,9780425185506,eng,369.0,46383,2502,Berkley,2002
Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,9780142001349,eng,160.0,269,40,Penguin Books,2003
Nights in Rodanthe,Nicholas Sparks,3.84,9780446691796,en-US,212.0,1596,157,Warner Books,2004
Westmark (Westmark  #1),Lloyd Alexander,3.92,9780141310688,eng,184.0,4222,180,Firebird Books,2002
Meeting God at Every Turn,Catherine Marshall,4.36,9780800792985,eng,256.0,213,13,Chosen Books,2002
The Ethics and Politics of Asylum: Liberal Democracy and the Response to Refugees,Matthew J. Gibney,3.55,9780521009379,eng,287.0,10,2,Cambridge University Press,2004
Points in Time,Paul Bowles,3.67,9780061139635,eng,96.0,181,26,Ecco,2006
A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,9780689875342,eng,403.0,189652,8207,Simon and Schuster,2003
Tree (Eyewitness Books),David Burnie,4.02,9780789458209,eng,64.0,5,0,DK Children,2000
The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin,4.18,9780156260268,eng,372.0,1775,47,Mariner Books,1970
The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,3.73,9780590519342,eng,131.0,2319,63,Scholastic Inc.,1999
The Chosen: The Hidden History of Admission and Exclusion at Harvard  Yale  and Princeton,Jerome Karabel,4.08,9780618773558,eng,736.0,200,22,Mariner Books,2006
The Castle of Otranto,Horace Walpole,3.18,9780486434124,eng,106.0,237,39,Dover Publications,2004
Una Vida Con Proposito Volumen 6,Rick Warren,4.35,9781417499731,spa,56.0,26,3,Vida,2005
When the Elephants Dance,Tess Uriza Holthe,4.03,9780142002889,en-US,368.0,2627,382,Penguin Books,2003
V for Vendetta,Steve Moore,4.15,9781416516996,eng,358.0,2980,118,Pocket Star Books,2006
Hydra's Ring (Outlanders  #39),James Axler,3.88,9780373638529,eng,348.0,25,2,Gold Eagle,2006
Falling Angels,Tracy Chevalier,3.58,9780452283206,eng,336.0,20321,1214,Penguin Books,2002
Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,9780446691093,en-US,288.0,27204,698,FaithWords,2002
Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy,4.15,9780446691352,eng,240.0,721,9,Warner Books (NY),2003
Letters of Ayn Rand,Ayn Rand,3.96,9780452274044,eng,681.0,18,2,NAL,1997
The Lovely Bones,Alice Sebold,3.81,9780330485388,en-GB,328.0,6485,966,Picador,2003
Under the Volcano,Malcolm Lowry,3.79,9780060955229,eng,397.0,17894,837,Harper Perennial,2000
Stalky & Co.,Rudyard Kipling,3.89,9781406503258,eng,212.0,552,42,Dodo Press,2005
The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,9780751506433,eng,367.0,376,17,Little  Brown Book Group,1994
Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,4.16,9780393315110,eng,560.0,664,23,W. W. Norton  Company,1996
Without Remorse (John Clark  #1; Jack Ryan Universe Publication Order #6),Tom Clancy,4.18,9780425143322,eng,750.0,53936,1004,Berkley Books,1994
William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes,3.89,9780764587252,eng,192.0,38,3,Cliffs Notes,2001
Bedlam's Bard (Bedlam Bard  #1-2),Mercedes Lackey,3.95,9781416532828,eng,617.0,3016,30,Baen Books,2006
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.06,9781596590939,eng,,117,36,Your Coach Digital,2007
People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,3.98,9780684848594,,272.0,6256,459,Touchstone,1998
A Matter of Trust,Penny Jordan,2.61,9780373117192,eng,224.0,36,5,Harlequin Presents,1994
Yakitate!! Japan  Volume 1,Takashi Hashiguchi,3.97,9781421507194,en-US,208.0,2207,61,VIZ Media LLC,2006
With Open Hands,Henri J.M. Nouwen,4.3,9781594710643,en-US,125.0,782,76,Ave Maria Press,2006
The River's Gift,Mercedes Lackey,3.9,9780451457592,eng,128.0,1050,59,Roc Hardcover,1999
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville,4.18,9780940450240,eng,1478.0,348,16,Library of America,1985
The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks,3.77,9780345335289,eng,307.0,630,14,Del Rey Books,1988
The Ernest Hemingway Audio Collection,Ernest Hemingway,4.3,9780694524983,en-US,4.0,43,6,Caedmon,2001
Montaillou: Cathars and Catholics in a French Village 1294-1324,Emmanuel Le Roy Ladurie,3.96,9780140137002,eng,400.0,80,14,Penguin,2002
How to Write: Advice and Reflections,Richard Rhodes,3.87,9780688149482,eng,240.0,162,19,William Morrow Paperbacks,1996
Heart of Darkness,Joseph Conrad,3.42,9781599869506,eng,101.0,1363,58,Filiquarian Publishing  LLC.,2006
Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi,3.99,9781569709047,eng,210.0,925,37,Digital Manga Publishing,2006
The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,9780340837948,eng,288.0,93782,2466,Hodder & Stoughton,2005
The Picture of Dorian Gray,Oscar Wilde,4.08,9780393927542,en-US,517.0,663,52,W. W. Norton & Company,2006
Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November,3.92,9780142405499,eng,530.0,2819,127,Firebird,2006
Animal Liberation,Peter Singer,4.25,9780060011574,eng,352.0,5325,357,Ecco Press,2001
Embracing the Love of God: The Path and Promise of Christian Life,James Brian Smith,4.26,9780060667412,eng,192.0,63,8,HarperOne,1995
Body Language (Mark Manning Mystery  #3),Michael Craft,3.91,9781575665542,eng,273.0,111,6,Kensington,2000
O Sobrinho do Mágico (As Crónicas de Nárnia  #1),C.S. Lewis,4.04,9789722329989,,147.0,396,37,Editorial Presença,2003
One Hundred Years Of Solitude,Gabriel García Márquez,4.07,9781857152234,eng,416.0,376,53,Everyman,1995
Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki,4.56,9782723433914,,144.0,32,3,Glénat,2001
One Hand Clapping,Anthony Burgess,3.82,9780786706310,eng,224.0,1008,51,Da Capo Press,1999
Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,3.0,9780738546780,eng,128.0,2,1,Arcadia Publishing (SC),2006
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto,3.72,9780688060695,en-GB,408.0,286,10,William Morrow Paperbacks,1990
Cliffs Notes on Wiesel's Night,Maryam Riess,3.4,9780822008934,eng,80.0,5,1,Cliffs Notes,1996
Agricola/Germany,Tacitus,3.99,9780192833006,eng,224.0,29,2,Oxford University Press,1999
To Win a Nuclear War: The Pentagon's Secret War Plans,Michio Kaku,3.94,9780896083219,en-US,374.0,2,0,South End Press (Boston),1999
Usher's Passing,Robert R. McCammon,3.92,9780671769925,eng,416.0,3226,143,Pocket Books,1992
The Lord of the Rings: The Return of the King - Visual Companion,Jude Fisher,4.59,9780007116263,eng,72.0,26,3,HarperCollins,2003
Seven Novels,H.G. Wells,4.14,9780706425611,eng,828.0,4,3,Octopus Books (London),1985
Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas,4.03,9780974514055,en-US,828.0,1577,49,Pragmatic Bookshelf,2004
The Red Badge of Courage (Classic Starts),Oliver Ho,3.86,9781402726637,eng,160.0,59,7,Sterling,2006
The Mini Zen Gardening Kit,Daniel Abdal-Hayy Moore,3.16,9780762408283,eng,40.0,14,1,RP Minis,2000
The Dive from Clausen's Pier,Ann Packer,3.42,9780749933630,eng,368.0,60,8,Piatkus,2003
The Mystery Method: How to Get Beautiful Women Into Bed,Mystery,3.7,9780312360115,en-US,240.0,2208,116,St. Martin's Press,2007
Interesting Times: A Twentieth-Century Life,Eric Hobsbawm,4.06,9781565849655,eng,448.0,374,24,New Press,2005
Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,George Orwell,4.14,9780141185163,eng,416.0,211,16,Penguin Classics,2001
Reliquary (Pendergast  #2),Douglas Preston,4.01,9780765354952,eng,464.0,32325,1044,Tor Books,2005
Charlie and the Chocolate Factory: A Play,Richard R. George,4.33,9780140311259,eng,89.0,2760,47,Puffin Books,1979
Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall,4.42,9781574889239,eng,612.0,1876,161,Potomac Books,2005
The Wake (The Sandman  #10),Neil Gaiman,4.52,9781563892875,eng,191.0,37038,767,Vertigo,1999
Thus Spake Zarathustra: A Book for All and None,Friedrich Nietzsche,4.06,9781406947199,eng,356.0,275,20,Penguin,2006
Cool Girl,Blake Nelson,3.76,9783407788191,ger,298.0,8,1,Beltz und Gelberg,2000
Americana,Don DeLillo,3.43,9780140119480,eng,377.0,393,55,Penguin Books,1989
Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner,4.07,9780140159943,eng,438.0,3010,244,Penguin Books,1992
Something Blue (Darcy & Rachel  #2),Emily Giffin,3.93,9780312323868,en-US,338.0,191577,6599,Griffin,2006
Poetry and Prose of Alexander Pope (Riverside Editions),Alexander Pope,3.97,9780395051566,eng,512.0,93,5,Houghton Mifflin Company,1968
No One Left to Lie to: The Values of the Worst Family,Christopher Hitchens,3.86,9781859842843,eng,150.0,1433,157,Verso,2000
War with the Newts,Karel Čapek,4.17,9780810114685,eng,348.0,170,22,Northwestern University Press,1996
Bedlam's Edge (Bedlam's Bard  #8),Mercedes Lackey,3.92,9781416521105,en-US,384.0,922,20,Baen,2007
Stephen Hawking's Universe,John Boslough,4.02,9780380707638,eng,160.0,674,30,Avon,1989
The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,9780441909117,eng,258.0,157,5,Ace,1990
JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),Hirohiko Araki,4.45,9781421506531,eng,208.0,450,8,VIZ Media,2006
The Last Quarry (Quarry #7),Max Allan Collins,3.93,9780843955934,eng,201.0,673,68,Hard Crime Case,2006
Collected Stories  Vol. 2,Richard Matheson,4.32,9781887368797,eng,453.0,185,11,Gauntlet Press,2005
Led Astray (Hellraisers  #1),Erin St. Claire,3.76,9780778321583,eng,240.0,2647,143,Mira Books,2005
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,9780425200452,eng,322.0,145660,5711,Berkley,2004
Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground,Jeff Shaara,4.11,9780345464880,eng,288.0,584,59,Ballantine Books,2006
The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,3.99,9780805080483,en-US,190.0,64278,2525,Square Fish,2006
Xanth: The Quest for Magic (Xanth  #1-3),Piers Anthony,4.06,9780345453280,en-US,784.0,4867,19,Del Rey,2002
The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene,3.7,9780812696011,en-US,288.0,196,18,Open Court,2006
Son of a Witch (The Wicked Years  #2),Gregory Maguire,3.47,9780060747220,eng,352.0,52323,3023,William Morrow Paperbacks,2006
My First Story of Christmas,Tim Dowley,4.07,9780802417589,eng,24.0,10,1,Moody Publishers,2004
Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,3.56,9780743292436,en-US,283.0,817,73,Free Press,2006
Changeling (Changeling  #1),Delia Sherman,3.6,9780670059676,eng,256.0,978,111,Viking Juvenile,2006
Gulliver's Travels,Jonathan Swift,3.57,9789810549411,en-US,148.0,7,0,YoungJin Singapore Pte. Ltd.,2007
The Passion of Jesus Christ,John Piper,4.23,9781581346084,eng,127.0,6164,136,Crossway Books,2004
V for Vendetta,Alan Moore,4.25,9781401207922,eng,296.0,234954,4058,Vertigo,2005
The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien,4.38,9780618083558,en-US,1680.0,237,3,Mariner Books,2000
The Illustrated Story Of O,Doris Kloster,3.96,9780312266059,eng,160.0,24,1,St. Martin's Press,2001
The Tale of Despereaux,Kate DiCamillo,4.04,9780763625290,eng,267.0,142149,8457,Candlewick Press,2008
Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,4.15,9780689835612,eng,14.0,434,28,Little Simon,2001
Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,9780312337070,eng,261.0,3668,419,St. Martin's Griffin,2006
Until I Find You,John Irving,3.63,9780345479723,eng,820.0,22547,1371,Ballantine Books,2006
Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler,3.92,9781859842782,eng,329.0,707,18,Verso,2000
Red Road From Stalingrad: Recollections of a Soviet Infantryman,Mansur Abdulin,4.1,9781844151455,en-US,195.0,82,4,Pen & Sword Military,2005
Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),Emily Jenkins,3.94,9780375836046,eng,116.0,3983,513,Schwartz & Wade Books,2006
The Sea Hunters II (The Sea Hunters  #2),Clive Cussler,3.85,9780425193723,en-US,464.0,1311,37,G.P. Putnam's Sons,2003
Twisted: The Collected Short Stories,Jeffery Deaver,3.93,9780743491594,eng,480.0,3093,205,Pocket Books,2004
The Four Loves,C.S. Lewis,4.14,9780006280897,en-US,170.0,34681,1084,HarperCollins Publishers Ltd,2002
Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,3.76,9781886230354,eng,272.0,51,6,Impact,2001
The Sigma Protocol,Robert Ludlum,3.8,9780312982515,eng,662.0,9567,252,St. Martin's Paperbacks,2002
Frankenstein Makes a Sandwich,Adam Rex,4.21,9780152057664,eng,40.0,1911,276,Harcourt,2006
The Life You Were Born to Live,Dan Millman,4.11,9781567313987,eng,464.0,19,1,MJF Books,2000
We Were the Mulvaneys,Joyce Carol Oates,3.73,9780452282827,eng,454.0,87367,2553,Plume,1997
Wifey,Judy Blume,3.36,9780425206546,eng,304.0,11056,750,Berkley,2005
The Sound of Mountain Water,Wallace Stegner,4.06,9780140266740,en-US,288.0,250,34,Penguin Books,1997
Bullet Proof (Eliot Ness  #3),Max Allan Collins,3.98,9780727862983,eng,197.0,31,2,Severn House Publishers,2005
My Antonia (Great Plains trilogy #3),Willa Cather,3.79,9780743487696,eng,314.0,5985,507,Pocket Books,2009
Can You Keep a Secret?,Sophie Kinsella,3.84,9780440241904,eng,374.0,333613,9326,Dell Publishing Company,2005
Understanding The Lord of the Rings: The Best of Tolkien Criticism,Rose A. Zimbardo,4.02,9780618422531,eng,304.0,2067,17,Mariner Books,2005
To Have and to Hold,Jane Green,3.63,9780767912273,eng,352.0,22864,445,Broadway Books,2005
You're Born an Original  Don't Die a Copy!,John Mason,4.06,9780884193555,eng,120.0,178,24,Insight International,1993
The Hotel New Hampshire,John Irving,3.9,9780552120401,eng,428.0,217,26,Corgi Books,1982
Firefly,Piers Anthony,3.25,9780380759507,eng,466.0,2420,128,Avon Books,1992
The Headmaster's Papers,Richard A. Hawley,3.99,9780839731948,eng,240.0,11,4,Paul S. Eriksson,2002
To Green Angel Tower  Part 2 (Memory  Sorrow  and Thorn  #3; Part 2),Tad Williams,4.2,9780886776060,eng,815.0,20025,215,DAW Fantasy,1994
The Art of War,Sun Tzu,3.97,9781590302255,eng,273.0,235924,5869,Shambhala,2005
Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),Jacqueline Ann,2.67,9780738519388,eng,128.0,3,0,Arcadia Publishing,2002
Life Mask,Emma Donoghue,3.5,9780156032643,eng,672.0,1883,185,Mariner Books,2005
The Divine Comedy  Vol. 1: Inferno,Dante Alighieri,4.0,9780142437223,eng,432.0,2172,166,Penguin Classics,2003
Complete Star Wars Trilogy Scrapbook Re-issue,David Levithan,3.14,9780439681308,eng,64.0,7,1,Scholastic Paperbacks,2004
The Wind Done Gone,Alice Randall,3.07,9780618219063,eng,224.0,1698,283,Mariner Books,2002
Jenny and the Jaws of Life: Short Stories,Jincy Willett,3.74,9780312306182,en-US,272.0,1307,178,St. Martin's Griffin,2002
Blame! #1,Tsutomu Nihei,4.1,9782723431026,,245.0,18,5,Glénat,2000
A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,3.87,9780765345516,eng,769.0,7919,163,Tor Fantasy,2005
The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.21,9781592289448,eng,256.0,11841,1766,Lyons Press,2006
Anne Rice Value Collection: Mayfair Witches (Lives of the Mayfair Witches #1-3),Anne Rice,4.23,9780375416200,eng,10.0,35,3,Random House Audio Publishing Group,2000
Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells,4.0,9780689817168,eng,112.0,117,24,Simon & Schuster,1999
Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,9781589880191,eng,435.0,10,1,Paul Dry Books,2004
You Belong To Me,Mary Higgins Clark,3.87,9780671004545,en-US,384.0,20843,421,Pocket Books,1999
From the Corner of His Eye,Dean Koontz,4.03,9780553502695,en-US,,29,3,Random House Audio Publishing Group,2000
The Confident Child,Terri Apter,3.63,9780393040586,eng,270.0,13,5,W. W. Norton & Company,1997
The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,4.1,9780439405607,eng,203.0,9256,196,Scholastic  Inc.,2004
Tourist Season,Carl Hiaasen,3.94,9780446695718,eng,404.0,15459,669,Warner Books (NY),2005
Lidia's Italy,Lidia Matticchio Bastianich,4.21,9781400040360,en-US,384.0,637,24,Knopf Publishing Group,2007
How to Travel with a Salmon and Other Essays,Umberto Eco,3.85,9780151001361,eng,248.0,3532,153,Houghton Mifflin,1994
Autobiography of Thomas Jefferson,Thomas Jefferson,3.89,9780486442891,eng,112.0,696,34,Dover Publications,2005
The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,4.16,9780743255813,eng,672.0,30,2,Scribner,2003
Potshot (Spenser  #28),Robert B. Parker,3.89,9780553702460,eng,,2,0,RH Audio Price-less,2003
The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat,3.77,9780440420637,eng,72.0,41,7,Yearling Books,2005
Statesman,Plato,3.85,9780872204621,eng,128.0,28,7,Hackett Publishing Company  Inc.,1999
The Dream of Scipio,Iain Pears,3.73,9781573229869,eng,416.0,3311,320,Riverhead Books,2003
Taxi Driver,Paul Schrader,4.12,9780571203154,eng,116.0,1030,24,Faber  Faber,2000
Bugs for Lunch/Insectos para el almuerzo,Margery Facklam,3.78,9781570915062,spa,32.0,4,1,Charlesbridge,2002
Bound for Oregon,Jean Van Leeuwen,3.8,9780140383195,eng,176.0,862,92,Puffin Books,1996
Easy French Reader,R. de Roussy de Sales,3.85,9780071428484,eng,228.0,297,33,McGraw-Hill Education,2003
Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,4.24,9781585674343,eng,263.0,5700,308,Harry N. Abrams,2003
Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire,3.52,9780064410724,eng,224.0,111,11,HarperCollins,2001
Bleach  Volume 11,Tite Kubo,4.36,9781421502717,eng,208.0,8773,84,VIZ Media LLC,2006
Tough to Tackle,Matt Christopher,3.87,9780316140584,eng,139.0,389,24,Little  Brown Books for Young Readers,1987
Paws Before Dying (A Dog Lover's Mystery  #4),Susan Conant,3.9,9780425144305,eng,197.0,427,20,Berkley Books,1960
Big Baby,Charles Burns,3.96,9781560978008,eng,96.0,1368,58,Fantagraphics,2007
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus,4.02,9780812216271,eng,178.0,12,3,University of Pennsylvania Press,1997
Tooth and Claw,T. Coraghessan Boyle,3.82,9780143037439,eng,304.0,1193,95,Penguin Books,2006
Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer,4.49,9781931082617,eng,832.0,63,8,Library of America,2004
My Pride and Joy: An Autobiography,George  Adamson,4.23,9780671624972,en-US,304.0,134,12,Simon & Schuster,1987
Tempest in Eden,Sandra Brown,3.48,9780446616812,eng,229.0,1560,57,Warner Books (NY),2005
Who Was Mark Twain?,April Jones Prince,4.16,9780448433196,eng,112.0,529,56,Grosset & Dunlap,2004
The Best of the Realms: The Stories of Elaine Cunningham (Forgotten Realms: The Best of the Realms  #3),Elaine Cunningham,3.98,9780786942886,en-GB,345.0,164,6,Wizards of the Coast,2007
Marked (House of Night  #1),P.C. Cast,3.8,9780312360269,eng,306.0,399152,12748,St. Martin's Press,2007
Astronomy For Dummies,Stephen P. Maran,3.84,9780764584657,eng,318.0,285,27,Wiley Publishing  Inc.,2005
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley,4.19,9780892817580,eng,304.0,404,15,Park Street Press,1999
A Caribbean Mystery (Miss Marple  #10),Agatha Christie,3.8,9780451199928,eng,224.0,18590,770,Signet,2000
The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin,3.86,9780811828031,eng,60.0,205,15,Chronicle Books,2000
Memoranda,Jeffrey Ford,3.9,9782290319703,,253.0,206,13,J'ai Lu,2002
Jeeves and the Tie That Binds (Jeeves  #14),P.G. Wodehouse,4.23,9780743203623,eng,205.0,2781,130,Touchstone,2000
Market Forces,Richard K. Morgan,3.59,9780345457745,eng,464.0,5593,264,Ballantine Books,2005
Gathering Blue (The Giver  #2),Lois Lowry,3.82,9780385732567,eng,240.0,132584,9341,Delacorte Press,2000
American Slavery  American Freedom,Edmund S. Morgan,4.11,9780393324945,eng,464.0,3008,83,W. W. Norton  Company,2003
Never Go Home Again,Shannon Holmes,4.03,9780743496162,eng,336.0,222,11,Atria Books,2005
Numerical Recipes Example Book C++: The Art of Scientific Computing,William T. Vetterling,3.25,9780521750349,eng,330.0,4,0,Cambridge University Press,2002
This Side of Brightness,Colum McCann,3.85,9780312421977,eng,304.0,2506,264,Picador,2003
World War Z: An Oral History of the Zombie War,Max Brooks,4.01,9780307346605,eng,342.0,370331,20582,Crown,2006
Intensity,Dean Koontz,4.04,9780553582918,eng,436.0,65221,2345,Bantam,2000
Velocity,Dean Koontz,3.86,9780553588255,eng,460.0,53394,1527,Bantam,2006
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,9781400046843,eng,320.0,4040,259,Broadway Books,2003
